customer_id,customer_name,address,country_id,id_card,id_card_expiry_date
001610965997,成都恒立信贸易有限公司,,CHN,066958166,20200826
001700144258,重庆子非鱼建筑设计咨询有限公司,,CHN,MA5U6TUC4,20190408
001700195562,山东三际电子商务有限公司,,CHN,91370105672277352B,20181218
001610816416,上海新融文化产业服务有限公司,,CHN,91310112569591917X,20201026
001610168110,四川舜苑置地有限公司,,CHN,201878215,20190307
001700072972,西藏立信信息科技有限公司,,CHN,MA6T10RCX,20190829
001700081950,启东衡麓市政工程有限公司,,CHN,34653136X,20210116
001610679989,合肥恒鸿广告装饰工程有限公司,,CHN,91340100567523937U,20200522
001610915772,黄石燕舞药业有限公司,,CHN,91420200615441478D,20200706
001700125399,浙江虹景包装有限公司,,CHN,91330206MA2822RJ1T,20191114
001610691683,金螳螂精装科技（苏州）有限公司,,CHN,554640085,20210430
001611042876,苏州菲尔普斯国际贸易有限公司,,CHN,051847164,20200530
001632049893,山东滨州交运集团有限责任公司,,CHN,91371600166891990T,20201016
001610900678,上海谢与骆广告有限公司,,CHN,054574616,20190712
001700227763,东营泽丰清洁能源有限公司,,CHN,MA3DEDCY0,20190802
001700378080,宿迁玄海文化传媒有限公司,上海市龙盛国际商业广场都市路3789号3-902,CHN,MA1UU9LM8,20201107
001700366390,广州健鸿医疗器械有限公司,广州高新技术产业开发区科学城伴绿路11号A栋A107房（自主申报）,CHN,MA5AMFWK3,20210718
001610597088,中信银行股份有限公司长沙分行企业年金专用,,CHN,CS000623L,20200330
001700357551,沧州利义智电子商务有限公司,中国河北省沧州市市辖区高新技术产业开发区程庄子村105号,CHN,MA09JR854,20200719
001700000654,花开(北京)商贸有限公司,北京市朝阳区三间房乡西柳村中街(三间房动漫集中办公区4612号),CHN,330341940,20190105
001610895754,英劳股权投资基金管理（上海）有限公司,浦东新区银城中路488号703,CHN,074771887,20191014
001610790231,隆达铝业（烟台）有限公司,烟台再生资源加工示范园区C-38小区,CHN,678132023,20200209
001700268223,青岛盛世君德生物科技有限公司,山东省青岛市市北区劲松三路22号13号楼3单元102,CHN,MA3F270D2,20210322
001700268428,青岛丰盛亿家商贸有限公司,山东省市北区劲松三路22号13号楼3单元102号,CHN,MA3F2HQ5X,20181211
001610821402,上海伯马照相器材有限公司,中国上海市长宁区长宁路1818弄37号702,CHN,746178569,20210403
001611072328,北京宏顺泽商贸有限公司,中国北京市怀柔区怀北镇怀北路308号,CHN,318081840,20210124
001700012743,巢湖市润翔财务咨询服务有限公司,安徽省巢湖市世纪新都C区29号楼7号营业房,CHN,571752492,20190709
001700072138,巢湖市润翔贸易有限公司,安徽省合肥市巢湖经济开发区亚夏汽车城MP2幢210号,CHN,56895232X,20200104
001700339145,山东云付支付技术有限公司,中国山东省临沂市兰山区北园路创业大厦1509室,CHN,MA3D5Q635,20200508
001700035430,日照市快联信息技术有限公司,中国山东省日照市东港区河山镇驻地南、204国道东侧,CHN,34906404X,20190326
001700271780,河北乐农农业开发有限公司,中国河北省石家庄市鹿泉区大河镇大河村大河路166号,CHN,336198401,20200207
001611094560,北京数码视讯软件技术发展有限公司,北京市顺义区高丽营镇文化营村北,CHN,080516727,20200512
001700132108,天津市永润兴金属制品有限公司,天津市静海区子牙镇小邀铺村南600米,CHN,MA05K6EKX,20191025
001700157388,上海欣世物业管理有限公司,上海市松江区九亭镇九亭大街1035号,CHN,MA1J8K4E4,20190911
001610821267,上海秋丽普服饰有限公司,上海市长宁区长宁路1818弄37号702室,CHN,607411981,20190402
001700182936,昆山开发区海泉旺贸易商行,昆山开发区中冶昆庭2号楼708室,CHN,SZ005520L,20200425
001610926036,宁夏奥瑞普商贸有限公司,银川市正源街西苑小区13号楼28号,CHN,596226755,20200125
001700084225,兴安县六铪彩塑包装有限公司,兴安县溶江镇莲塘黄泥坡野鸡头,CHN,310133749,20201227
001610904972,石家庄龙卓商贸有限公司,中国河北省石家庄市长安区中山东路39号勒泰中心写字楼B座7层,CHN,054016008,20190719
001700192976,珠海市香洲顺安源建材经营部,珠海市香洲凤凰南路1038号（海城大厦）1906-3房,CHN,MA4W2GJ84,20201203
001700130126,天津佰旺达金属制品有限公司,天津市静海区子牙镇大邀铺村东600米,CHN,MA05K49X9,20200420
001700366417,广州神器医疗器械有限公司,广州高新技术产业开发区科汇三街6号502房,CHN,MA5AM6T22,20190608
001700349031,广州明盛企业管理有限公司,中国广东省广州市越秀区东华西路180号705房,CHN,MA5AL2M99,20191015
001700268353,青岛众善良德文化传媒有限公司,山东省青岛市市北区劲松三路22号13号楼3单元102,CHN,MA3F265F8,20210203
001700110921,巢湖市莹成贸易有限公司,巢湖市向阳路徽商御花园C1栋107铺,CHN,MA2MU3DL7,20191222
001700245661,上海思统网络科技有限公司,中国上海市徐汇区建国西路285号17楼,CHN,MA1G8EM05,20200812
001610585893,杭州悦萱堂化妆品有限公司,中国浙江省杭州市经济技术开发区3号大街32号2幢6楼B区,CHN,689051341,20200215
001700345143,上海绩贤实业有限公司,中国上海市浦东新区北蔡镇中界村苏家队苏家宅73号,CHN,MA1J8RAY5,20201204
001700221108,江苏权健科技发展有限公司,中国江苏省盐城市大丰区南翔西路88号,CHN,338979957,20200520
001700315729,广州市静森科技有限公司,广州市南沙区东涌镇庆盛村下石排街152-2号之九,CHN,MA59U34A3,20181231
001610995620,东营良诺商贸有限责任公司,东营市东营区烟台路610号,CHN,097321758,20201207
001700196635,北京安广营商贸有限公司,山东省广饶县傅家路与国安路交叉口,CHN,348379779,20190116
001700012051,汾阳市利汇财务咨询有限公司,中国山西省吕梁市汾阳市南二环北侧,CHN,330466794,20190804
001700235530,合肥鑫格信息科技服务有限公司,中国安徽省合肥市蜀山区潜山路与祁门路交口西南处新地中心10幢办4709,CHN,MA2NF4362,20200708
001610651020,延吉中诚广丰汽车贸易有限公司,,CHN,9122240169613222XG,20210105
001610137139,深圳市国显科技有限公司,,CHN,795430564,20210605
001610580168,天津中德传动有限公司,,CHN,91120223770623095J,20191017
001610828733,成都信蜀投资有限公司,,CHN,054921892,20190427
001610435023,青岛春如锦贸易有限公司,,CHN,77684629X,20201001
001700196680,三明菁忠贸易有限公司,,CHN,MA2XX3AM2,20191006
001700319503,北京一言慎行商务服务中心,,CHN,91110228MA017L5W7N,20210104
001610473658,北京世纪宁远保洁服务有限公司,,CHN,667503837,20210110
001610988183,徽商期货有限责任公司,,CHN,91340000100023007E,20190527
001610687388,安阳国泰房地产开发有限责任公司,,CHN,914105001722057154,20200617
001610798192,陕西炜华实业有限公司,,CHN,719713423,20190613
001700206399,东莞市创健达智能科技有限公司,,CHN,MA4W3M4B5,20210117
001700182208,湖北三环易通汽车有限公司,,CHN,309801201,20200919
001700415452,温州瓯瑞股权投资合伙企业（有限合伙）,,CHN,MA2CPGX87,20190829
001700220877,北京道启科技有限公司,,CHN,MA00CX4P2,20210704
001611040212,天津市拓达伟业技术工程有限公司,,CHN,767636362,20210331
001610044682,南京金陵塑胶化工有限公司,,CHN,765255603,20200718
001610273903,大连市农业科学研究院,,CHN,422422924,20191023
001700108248,郑州威佳众恒汽车销售服务有限公司,,CHN,91410100MA3X86Q16D,20200724
001610627289,上海松江骏合小额贷款股份有限公司,,CHN,684087927,20210413
001700257292,上海侠牧医疗器械销售中心,,CHN,MA1JLYJ12,20191213
001610188747,陕西新丰泰汽车有限责任公司,,CHN,91610000719758293R,20210617
001610724138,苏州搏云纺织有限公司,,CHN,57953203X,20190408
001610802370,威海市金蚂蚁涂料有限公司,,CHN,753542963,20191226
001611068227,武汉建银富瑞汽车销售服务有限公司,,CHN,303380979,20200125
001610346687,运城黄河丰田汽车销售服务有限公司,,CHN,790221632,20190819
001610010074,江苏华泰建设工程有限公司,,CHN,91321203141866115G,20201129
001611071215,长治市首羊上泓工贸有限公司,,CHN,91140421325723610C,20201226
001700171090,浙江心润石油化工有限公司,,CHN,91330901MA28K61J5B,20190625
001610936557,双鸭山安诚汽车销售服务有限公司,,CHN,560607847,20200808
001700251751,广州希仲石油化工有限公司,,CHN,757762218,20191116
001610623670,云南中升远安昆星汽车销售服务有限公司,,CHN,757196690,20190125
001611089338,郑州天地新城实业有限公司,,CHN,317611563,20200209
001610659002,惠州市津惠汽车线束有限公司,,CHN,914413007211197145,20191207
001700077608,甘肃黄地商贸有限公司,,CHN,MA72XB7U1,20210826
001700407234,山东美铭奥亚健康咨询有限公司历城门诊部,,CHN,MA3MPNQK0,20190808
001610475365,上海长江计算机有限公司,,CHN,631749464,20200223
001700191893,跬云（上海）信息科技有限公司,,CHN,91310000MA1FY46D3R,20191019
001610476353,杭州海晨纸业有限公司,,CHN,91330183751737054X,20191115
001700384256,郑州凌达压缩机有限公司,,CHN,569827811,20190204
001700015631,双桥（厦门）有限公司,,CHN,051189261,20210204
001610716382,裕福支付有限公司,,CHN,91110000565802895U,20200825
001700273564,义马瑞能化工有限公司,,CHN,MA3X7DGD4,20191018
001610770891,佰益（中国）投资有限公司,,CHN,911100007178676998,20210614
001611061067,北京泰禾嘉盈房地产开发有限公司,,CHN,91110107071670861R,20210403
001700167290,徐州万达广场置业有限公司,,CHN,91320312302018468H,20200423
001610974316,科玛（中国）液压设备有限公司,,CHN,913302835612885777,20190708
001610568613,西安桥通建筑劳务有限责任公司,,CHN,673278461,20210501
001700171371,深圳市邦合建筑劳务有限公司,,CHN,91440300MA5DMKYGXJ,20190712
001700245659,深圳信真科技有限公司,,CHN,MA5EJWKR8,20210303
001700105255,重庆绅豪汽车销售服务有限公司,,CHN,MA5U4TYY9,20200209
001700171495,内蒙古立诺园林绿化有限公司,,CHN,MA0N00B91,20190528
001610725329,承德庞大奥兴汽车销售有限公司,,CHN,560465252,20210722
001700130446,北京爱乐游文化发展有限公司,,CHN,357922649,20190804
001610700816,洛阳863软件孵化器有限公司,,CHN,91410300568627623P,20190119
001610035615,无锡健策精密工业有限公司,,CHN,91320214722231070E,20201107
001700419815,上犹碧桂园房地产开发有限公司,,CHN,MA36YJ5R8,20210106
001700223104,天骏广大（天津）汽车贸易有限公司,,CHN,911202250931152016,20190809
001610304731,合肥东岳起重设备租赁有限公司,,CHN,91340100662919569Q,20190603
001610705674,深圳市天地（集团）股份有限公司远东混凝土分公司,,CHN,790465143,20200529
001610912427,上海永达奥诚中环汽车销售服务有限公司,,CHN,586820363,20201007
001700084096,内蒙古蒙容肉业有限责任公司,,CHN,341368487,20210309
001610297610,四川国鼎建筑设计有限公司,,CHN,915100006653704956,20201009
001610967055,大陆发动机（北京）有限责任公司,,CHN,085506747,20210217
001610201135,武汉当代明诚文化股份有限公司,,CHN,300100580,20190813
001610307714,平湖市城市发展投资（集团）有限公司,,CHN,710986652,20191029
001700321546,茂名市港安石油化工有限公司,,CHN,914409006328086067,20200103
001610079738,深圳市新辉包装制品有限公司,,CHN,731139794,20210527
001700387328,宁波梅山保税港区协春茂投资合伙企业（有限合伙）,,CHN,91330206MA2AHB950R,20210126
001610666588,中国进出口银行福建省分行,,CHN,565367387,20190924
001610467019,北京昊通市政建筑工程有限公司,,CHN,634351849,20200607
001610556961,浙江云华贸易有限公司,,CHN,742047828,20190317
001700041655,东莞天麟房地产开发有限公司,,CHN,91441900597445511E,20181229
001700377884,深圳市绽放文创投资有限公司,,CHN,34988235X,20190510
001610818675,新疆爱康电力开发有限公司,,CHN,592812239,20210706
001610963820,青岛汇泉劳务工程有限公司,,CHN,747242761,20200727
001611078551,智慧海派科技有限公司,,CHN,309214429,20201206
001700257655,烟台市富力房地产开发有限公司,,CHN,MA3CM7RX4,20200720
001700314516,大同市商鼎矿用科技有限公司,,CHN,91140211MA0JR0FC57,20210817
001610504183,福建时嘉贸易有限公司,,CHN,676542395,20190904
001700213701,北京华熙中环物业管理有限公司,,CHN,600088982,20200711
001611077708,江苏和伟美科技发展有限公司,,CHN,59394935X,20190405
001700209044,天津六一一零保安服务集团有限公司,,CHN,MA05M2NJ9,20190905
001610547178,东莞市石碣新兴电子厂,,CHN,761597315,20190228
001610786337,网易宝有限公司,,CHN,557935671,20190912
001610585274,台华高新染整（嘉兴）有限公司,,CHN,751197131,20201015
001610718442,东莞中汽南方汽车销售服务有限公司,,CHN,91441900765709150J,20191222
001700046339,河北新金万利新材料科技有限公司,,CHN,91130000572825198A,20190306
001610556584,云南云锡鑫润达投资有限公司,,CHN,91530000688565797X,20190407
001611041271,随州裕田汽车销售服务有限公司,,CHN,309892991,20190311
001610000091,江苏省南京市公路管理处,,CHN,425801196,20181221
001700075034,内蒙古茵峰商贸有限公司,,CHN,MA0MWHYX4,20190422
001700160045,湖南华爵汽车销售服务有限公司,,CHN,MA4L63E54,20210417
001610053578,南京钛白化工有限责任公司,,CHN,91320193249700686H,20190905
001610939387,上海三问投资控股集团有限公司,,CHN,74493691X,20200616
001610567124,甘肃富祥物资有限公司,,CHN,745892955,20210814
001611052037,肇庆市高要区长城农机汽车销售有限公司,,CHN,726501330,20191204
001700144285,安徽鸿创新能源动力有限公司,,CHN,MA2MYDCM8,20200606
001610316945,浙江佳源建筑设计有限公司,,CHN,470890706,20200225
001610180523,河南省迪康医药有限责任公司,,CHN,170009331,20201012
001700297553,四川兴晟锂业有限责任公司,,CHN,694805259,20181208
001700384230,盛祥瑞国际贸易有限公司,,CHN,360775141,20210614
001610906303,株洲湘誉房地产开发有限公司,,CHN,91430200698571955F,20190807
001610997595,上海普资金融信息服务股份有限公司,,CHN,088596493,20190724
001700317872,广州市旺力食品贸易有限公司,,CHN,91440101MA59UA1J73,20190525
001700337583,首建阳光资产管理（北京）有限公司,,CHN,MA003YD09,20201002
001700087957,江西博瑞置业有限公司,,CHN,MA35GC2W1,20190425
001610335796,天洁集团有限公司,,CHN,146290776,20200919
001610043862,苏州东高设备安装有限公司,,CHN,91320505750024861Y,20200828
001700422207,中信梧桐港供应链管理有限公司,,CHN,MA06CL339,20201015
001700173045,东营市驰东石油科技有限公司,,CHN,593647191,20200131
001610373500,北京市海勤律师事务所,,CHN,77040145X,20201120
001611009465,深圳市财富之家金融网络科技服务有限公司,,CHN,088694544,20190508
001610546294,上海中汐物流有限公司,,CHN,913101056840725220,20200921
001700171649,广州沃邦生物科技有限公司,,CHN,596159871,20210627
001610475404,东莞市腾晖商贸有限公司,,CHN,668232928,20210114
001611055923,中　国际有限公司,,CHN,637513612,20210212
001611024149,酒便利（北京）商业连锁管理有限公司,,CHN,306574816,20210704
001700006336,佛山市恒达汽车销售服务有限公司,,CHN,303918695,20191229
001610351721,北京祥予康信物业管理有限公司,,CHN,757729557,20210722
001610553433,合肥舟顺商贸有限公司,,CHN,781073770,20201007
001610333317,浙江永祥合成材料有限公司,,CHN,749813644,20210108
001700255148,西安同力重工有限公司,,CHN,592226686,20200515
001610999424,南昌路凯汽车销售服务有限公司,,CHN,07904331X,20210123
001610531437,内蒙古鑫桥建筑工程有限公司,,CHN,720121249,20190812
001700004652,上海汇隽律师事务所,,CHN,31310000332666642C,20200107
001610381466,广东骏和通信设备连锁销售有限公司,,CHN,729938810,20190822
001610015790,苏州工业园区东胜机械有限公司,,CHN,913205946082348172,20200131
001610329860,康辉旅游集团浙江国际旅行社有限公司,,CHN,728480270,20190718
001700040708,上海歌斐钥擎投资中心（有限合伙）,,CHN,35080106X,20201020
001700296653,阜新腾旭汽车销售服务有限公司,,CHN,318771104,20190507
001610213041,华福证券有限责任公司（客户）,,CHN,FZ001244L,20190118
001610537311,杭州华昌装饰有限公司,,CHN,60916139X,20210613
001700198985,上海　国实业有限公司,,CHN,312115085,20201216
001700034074,万和证券股份有限公司,,CHN,91460000730071003K,20210226
001700093895,财智邦（北京）国际旅行社有限公司,,CHN,051374985,20191224
001610983041,赤峰万泽药业股份有限公司,,CHN,740148975,20210326
001611010716,大同泰瑞集团建设有限公司,,CHN,719865750,20190108
001610849863,内蒙古蒙树景观工程建设有限公司,,CHN,585196124,20210216
001700357093,宁波鼎汇启岱股权投资基金管理合伙企业（有限合伙）,,CHN,MA2AG9EA2,20210207
001632327320,湖南华运通星城汽车销售服务有限公司,,CHN,914301225765835873,20190416
001610816476,郑州煤炭工业（集团）杨河煤业有限公司,,CHN,914101837834315434,20191009
001610504904,无锡华测电子系统有限公司,,CHN,91320211785568404F,20190712
001610440231,山东安华汽车销售服务有限公司,,CHN,774164244,20190407
001611045433,迁安市万荣汽车贸易有限公司,,CHN,91130283754014249T,20210626
001611066381,大商抚顺望花新玛特有限公司,,CHN,318824333,20190619
001610019476,天瑞电子科技发展(昆山)有限公司,,CHN,91320583716847530D,20200811
001610057889,常州安邦国际贸易有限公司,,CHN,783352845,20200604
001700385321,肇庆鼎湖达新房地产开发有限公司,,CHN,345516707,20200908
001700077110,上海青润医药科技有限公司,,CHN,91310000MA1K35L86X,20190224
001610624208,威海市鑫通汽车贸易集团有限公司,,CHN,72668523X,20200615
001700187041,商丘云海城市建设发展有限公司,,CHN,MA3XG0LT0,20181208
001610229802,光明乳业股份有限公司,,CHN,607360299,20210613
001700343220,深圳润吉投资控股有限责任公司,,CHN,91440300MA5EUGWXX0,20210706
001610041788,仪征市磁光设备安检工程有限公司,,CHN,762408707,20181221
001610588999,宁波博高国际贸易有限公司,,CHN,775619095,20210319
001610772834,芜湖润兴建设有限公司,,CHN,591416760,20190315
001610534573,城发投资集团有限公司,,CHN,727839472,20210406
001610734355,安阳市住房公积金管理中心,,CHN,757141868,20190428
001700185706,广州中道酒店有限公司,,CHN,304564200,20191219
001610536893,绍兴市建设园林绿化有限公司,,CHN,74293323X,20201217
001610491248,长沙双盈百货有限公司,,CHN,776781465,20210128
001700306613,杭州点亮科技有限公司,,CHN,MA28X69A3,20210314
001700092986,张家港新丝纬化纤有限公司,,CHN,346220705,20201113
001700410989,安徽国科晟大科技有限公司,,CHN,91340111MA2RP0P000,20200711
001700216712_791100,临安许松福建材商行,,CHN,MA28LGFJ7,20190207
001610720341,湖北华骏汽车销售有限公司,,CHN,91420902557002804Q,20190327
001700220734,广州祥　城汽车销售服务有限公司,,CHN,MA59A6EN2,20210321
001700109027,山东瑞铭加固工程有限公司,,CHN,30722392X,20190825
001610607770,龙江环保集团股份有限公司,,CHN,756337324,20210119
001700403364,天津市红桥区利盛富机电设备有限公司,,CHN,MA06B9CA5,20190514
001610602072,长沙华南土木工程监理有限公司,,CHN,914301031838749067,20210517
001700072485,平顶山市常绿蓝桥房地产开发有限公司,,CHN,058782885,20210413
001700017702,浙江金典印染有限公司,,CHN,91330621071647477R,20190111
001610808533,苏州辉荣合升机械制造有限公司,,CHN,668376833,20190622
001611093328,深圳市云易行科技有限公司,,CHN,335224380,20210310
001700025764,苏州忠龙兴实业有限公司,,CHN,346280142,20200714
001610970668,邵阳公路桥梁建设有限责任公司,,CHN,18553223X,20190404
001700146502,北京惠赢天下网络技术有限公司,,CHN,MA006YK26,20200903
001610799832,保定市轩宇久久汽车销售服务有限公司,,CHN,67850929X,20201218
001610440711,济南新绿豪设计有限公司,,CHN,91370102792643724F,20191018
001610997213,浙江恺颉物流有限公司,,CHN,075341635,20200228
001610759509,西安凯信嘉恒商贸有限公司,,CHN,556960963,20201212
001610623368,佛山市泰基顺贸易有限公司,,CHN,78576355X,20190708
001700266281,成都元新商贸有限公司,,CHN,91510104054927450G,20190325
001700048318,西藏创达器械设备有限公司,,CHN,321368121,20200209
001610901770,青岛工学院,,CHN,52370000MJD63767X6,20210807
001700194351,丹阳市嘉润环境治理发展有限公司,,CHN,MA1MYDN81,20200101
001700319982,民权县中医院,,CHN,418465155,20201006
001700001570,重庆倍利菲科技有限公司,,CHN,339530625,20190623
001610877590,福州朝畅贸易有限公司,,CHN,553243475,20200405
001610307671,嘉兴东方钢帘线有限公司,,CHN,609455240,20210219
001700357008,鄂尔多斯永煤煤炭有限公司,,CHN,053949287,20210414
001700429357,杭州鼎顺物业管理有限公司,,CHN,91330104399627605J,20191102
001610416401,山东省建设建工（集团）有限责任公司,,CHN,913701002643168503,20191227
001610894333,浙江畅达运输股份有限公司,,CHN,736866544,20190602
001610789142,中信证券投资有限公司,,CHN,591286847,20210412
001700175164,无锡富力通达房地产开发有限公司,,CHN,91320200MA1N22BQ9D,20200926
001610969915,合肥广齐建筑钢模租赁有限责任公司,,CHN,91340100149189569Q,20210213
001700438311,石家庄聚速源汽车贸易有限公司,,CHN,91130102MA0A3DRC8X,20200119
001610920031,河南平能创业投资股份有限公司,,CHN,661861596,20200220
001700142550,天津正威恒业液化石油气有限公司,,CHN,MA05K6N89,20191221
001610643421,北京市盈科（青岛）律师事务所,,CHN,561177164,20201119
001610376300,中车大连机车车辆有限公司,,CHN,91210200241283929E,20200222
001610326783,宁波海格亚阿科比轴承有限公司,,CHN,764543339,20190702
001700039491,苏州市佳兆业上品房地产开发有限公司,,CHN,088006051,20210714
001611048477,荆门中基汽车销售服务有限公司,,CHN,082348456,20210204
001610793904,天津展志投资有限公司,,CHN,911201026794446007,20210714
